nmkab,date,mean
LABUHAN BATU SELATAN,2026-01-30,
SERDANG BEDAGAI,2026-01-30,
SAMOSIR,2026-01-30,
BATU BARA,2026-01-30,
BINJAI,2026-01-30,
MEDAN,2026-01-30,
GUNUNGSITOLI,2026-01-30,
PADANGSIDIMPUAN,2026-01-30,
TANJUNG BALAI,2026-01-30,
SIBOLGA,2026-01-30,
TEBING TINGGI,2026-01-30,
PEMATANG SIANTAR,2026-01-30,
NIAS SELATAN,2026-01-30,
LANGKAT,2026-01-30,
PAKPAK BHARAT,2026-01-30,
HUMBANG HASUNDUTAN,2026-01-30,
DAIRI,2026-01-30,
DELI SERDANG,2026-01-30,
KARO,2026-01-30,
LABUHAN BATU,2026-01-30,
TOBA SAMOSIR,2026-01-30,
SIMALUNGUN,2026-01-30,
ASAHAN,2026-01-30,
TAPANULI SELATAN,2026-01-30,
MANDAILING NATAL,2026-01-30,
TAPANULI UTARA,2026-01-30,
TAPANULI TENGAH,2026-01-30,
NIAS,2026-01-30,
DANAU TOBA,2026-01-30,
NIAS BARAT,2026-01-30,
NIAS UTARA,2026-01-30,
PADANG LAWAS,2026-01-30,
PADANG LAWAS UTARA,2026-01-30,
LABUHAN BATU UTARA,2026-01-30,
LABUHAN BATU SELATAN,2026-01-30,
SERDANG BEDAGAI,2026-01-30,
SAMOSIR,2026-01-30,
BATU BARA,2026-01-30,
BINJAI,2026-01-30,
MEDAN,2026-01-30,
GUNUNGSITOLI,2026-01-30,
PADANGSIDIMPUAN,2026-01-30,
TANJUNG BALAI,2026-01-30,
SIBOLGA,2026-01-30,
TEBING TINGGI,2026-01-30,
PEMATANG SIANTAR,2026-01-30,
NIAS SELATAN,2026-01-30,0.7828072666425249
LANGKAT,2026-01-30,
PAKPAK BHARAT,2026-01-30,
HUMBANG HASUNDUTAN,2026-01-30,
DAIRI,2026-01-30,
DELI SERDANG,2026-01-30,
KARO,2026-01-30,
LABUHAN BATU,2026-01-30,
TOBA SAMOSIR,2026-01-30,
SIMALUNGUN,2026-01-30,
ASAHAN,2026-01-30,
TAPANULI SELATAN,2026-01-30,
MANDAILING NATAL,2026-01-30,
TAPANULI UTARA,2026-01-30,
TAPANULI TENGAH,2026-01-30,
NIAS,2026-01-30,0.7407470919431822
DANAU TOBA,2026-01-30,
NIAS BARAT,2026-01-30,0.7632262360579325
NIAS UTARA,2026-01-30,
PADANG LAWAS,2026-01-30,
PADANG LAWAS UTARA,2026-01-30,
LABUHAN BATU UTARA,2026-01-30,
LABUHAN BATU SELATAN,2026-01-30,
SERDANG BEDAGAI,2026-01-30,
SAMOSIR,2026-01-30,
BATU BARA,2026-01-30,
BINJAI,2026-02-04,
MEDAN,2026-02-04,
GUNUNGSITOLI,2026-02-04,
PADANGSIDIMPUAN,2026-02-04,
TANJUNG BALAI,2026-02-04,
SIBOLGA,2026-02-04,
TEBING TINGGI,2026-02-04,
PEMATANG SIANTAR,2026-02-04,
NIAS SELATAN,2026-02-04,0.9183673469387755
LANGKAT,2026-02-04,
PAKPAK BHARAT,2026-02-04,
HUMBANG HASUNDUTAN,2026-02-04,
DAIRI,2026-02-04,
DELI SERDANG,2026-02-04,
KARO,2026-02-04,
LABUHAN BATU,2026-02-04,
TOBA SAMOSIR,2026-02-04,
SIMALUNGUN,2026-02-04,
ASAHAN,2026-02-04,
TAPANULI SELATAN,2026-02-04,
MANDAILING NATAL,2026-02-04,
TAPANULI UTARA,2026-02-04,
TAPANULI TENGAH,2026-02-04,
NIAS,2026-02-04,
DANAU TOBA,2026-02-04,
NIAS BARAT,2026-02-04,
NIAS UTARA,2026-02-04,
PADANG LAWAS,2026-02-04,
PADANG LAWAS UTARA,2026-02-04,
LABUHAN BATU UTARA,2026-02-04,
LABUHAN BATU SELATAN,2026-02-04,
SERDANG BEDAGAI,2026-02-04,
SAMOSIR,2026-02-04,
BATU BARA,2026-02-04,
BINJAI,2026-02-04,
MEDAN,2026-02-04,
GUNUNGSITOLI,2026-02-04,
PADANGSIDIMPUAN,2026-02-04,
TANJUNG BALAI,2026-02-04,
SIBOLGA,2026-02-04,
TEBING TINGGI,2026-02-04,
PEMATANG SIANTAR,2026-02-04,
NIAS SELATAN,2026-02-04,0.8459163108204655
LANGKAT,2026-02-04,
PAKPAK BHARAT,2026-02-04,
HUMBANG HASUNDUTAN,2026-02-04,
DAIRI,2026-02-04,
DELI SERDANG,2026-02-04,
KARO,2026-02-04,
LABUHAN BATU,2026-02-04,
TOBA SAMOSIR,2026-02-04,
SIMALUNGUN,2026-02-04,
ASAHAN,2026-02-04,
TAPANULI SELATAN,2026-02-04,
MANDAILING NATAL,2026-02-04,
TAPANULI UTARA,2026-02-04,
TAPANULI TENGAH,2026-02-04,
NIAS,2026-02-04,
DANAU TOBA,2026-02-04,
NIAS BARAT,2026-02-04,
NIAS UTARA,2026-02-04,
PADANG LAWAS,2026-02-04,
PADANG LAWAS UTARA,2026-02-04,
LABUHAN BATU UTARA,2026-02-04,
LABUHAN BATU SELATAN,2026-02-04,
SERDANG BEDAGAI,2026-02-04,
SAMOSIR,2026-02-04,
BATU BARA,2026-02-04,
BINJAI,2026-02-04,
MEDAN,2026-02-04,
GUNUNGSITOLI,2026-02-04,
PADANGSIDIMPUAN,2026-02-04,
TANJUNG BALAI,2026-02-04,
SIBOLGA,2026-02-04,
TEBING TINGGI,2026-02-04,
PEMATANG SIANTAR,2026-02-04,
NIAS SELATAN,2026-02-04,0.8509756815776507
LANGKAT,2026-02-04,
PAKPAK BHARAT,2026-02-04,
HUMBANG HASUNDUTAN,2026-02-04,
DAIRI,2026-02-04,
DELI SERDANG,2026-02-04,
KARO,2026-02-04,
LABUHAN BATU,2026-02-04,
TOBA SAMOSIR,2026-02-04,
SIMALUNGUN,2026-02-04,
ASAHAN,2026-02-04,
TAPANULI SELATAN,2026-02-04,
MANDAILING NATAL,2026-02-04,0.3578590723867955
TAPANULI UTARA,2026-02-04,
TAPANULI TENGAH,2026-02-04,
NIAS,2026-02-04,
DANAU TOBA,2026-02-04,
NIAS BARAT,2026-02-04,
NIAS UTARA,2026-02-04,
PADANG LAWAS,2026-02-04,
PADANG LAWAS UTARA,2026-02-04,
LABUHAN BATU UTARA,2026-02-04,
LABUHAN BATU SELATAN,2026-02-04,
SERDANG BEDAGAI,2026-02-04,
SAMOSIR,2026-02-04,
BATU BARA,2026-02-04,
BINJAI,2026-02-04,
MEDAN,2026-02-04,
GUNUNGSITOLI,2026-02-04,
PADANGSIDIMPUAN,2026-02-04,
TANJUNG BALAI,2026-02-04,
SIBOLGA,2026-02-04,
TEBING TINGGI,2026-02-04,
PEMATANG SIANTAR,2026-02-04,
NIAS SELATAN,2026-02-04,
LANGKAT,2026-02-04,
PAKPAK BHARAT,2026-02-04,
HUMBANG HASUNDUTAN,2026-02-04,
DAIRI,2026-02-04,
DELI SERDANG,2026-02-04,
KARO,2026-02-04,
LABUHAN BATU,2026-02-04,
TOBA SAMOSIR,2026-02-04,
SIMALUNGUN,2026-02-04,
ASAHAN,2026-02-04,
TAPANULI SELATAN,2026-02-04,
MANDAILING NATAL,2026-02-04,0.6909967847706971
TAPANULI UTARA,2026-02-04,
TAPANULI TENGAH,2026-02-04,
NIAS,2026-02-04,
DANAU TOBA,2026-02-04,
NIAS BARAT,2026-02-04,
NIAS UTARA,2026-02-04,
PADANG LAWAS,2026-02-04,
PADANG LAWAS UTARA,2026-02-04,
LABUHAN BATU UTARA,2026-02-04,
LABUHAN BATU SELATAN,2026-02-04,
SERDANG BEDAGAI,2026-02-04,
SAMOSIR,2026-02-04,
BATU BARA,2026-02-04,
BINJAI,2026-02-14,
MEDAN,2026-02-14,
GUNUNGSITOLI,2026-02-14,
PADANGSIDIMPUAN,2026-02-14,
TANJUNG BALAI,2026-02-14,
SIBOLGA,2026-02-14,
TEBING TINGGI,2026-02-14,
PEMATANG SIANTAR,2026-02-14,
NIAS SELATAN,2026-02-14,
LANGKAT,2026-02-14,
PAKPAK BHARAT,2026-02-14,
HUMBANG HASUNDUTAN,2026-02-14,
DAIRI,2026-02-14,
DELI SERDANG,2026-02-14,
KARO,2026-02-14,
LABUHAN BATU,2026-02-14,
TOBA SAMOSIR,2026-02-14,0.14020792357403766
SIMALUNGUN,2026-02-14,0.4
ASAHAN,2026-02-14,0.6692642403856115
TAPANULI SELATAN,2026-02-14,
MANDAILING NATAL,2026-02-14,
TAPANULI UTARA,2026-02-14,
TAPANULI TENGAH,2026-02-14,
NIAS,2026-02-14,
DANAU TOBA,2026-02-14,
NIAS BARAT,2026-02-14,
NIAS UTARA,2026-02-14,
PADANG LAWAS,2026-02-14,
PADANG LAWAS UTARA,2026-02-14,
LABUHAN BATU UTARA,2026-02-14,0.7232523508690695
LABUHAN BATU SELATAN,2026-02-14,
SERDANG BEDAGAI,2026-02-14,
SAMOSIR,2026-02-14,
BATU BARA,2026-02-14,
BINJAI,2026-03-01,
MEDAN,2026-03-01,
GUNUNGSITOLI,2026-03-01,
PADANGSIDIMPUAN,2026-03-01,
TANJUNG BALAI,2026-03-01,
SIBOLGA,2026-03-01,
TEBING TINGGI,2026-03-01,
PEMATANG SIANTAR,2026-03-01,
NIAS SELATAN,2026-03-01,
LANGKAT,2026-03-01,0.7590562440419447
PAKPAK BHARAT,2026-03-01,0.9695430952405327
HUMBANG HASUNDUTAN,2026-03-01,
DAIRI,2026-03-01,0.8967080534238042
DELI SERDANG,2026-03-01,
KARO,2026-03-01,0.8686070175590634
LABUHAN BATU,2026-03-01,
TOBA SAMOSIR,2026-03-01,
SIMALUNGUN,2026-03-01,
ASAHAN,2026-03-01,
TAPANULI SELATAN,2026-03-01,
MANDAILING NATAL,2026-03-01,
TAPANULI UTARA,2026-03-01,
TAPANULI TENGAH,2026-03-01,
NIAS,2026-03-01,
DANAU TOBA,2026-03-01,
NIAS BARAT,2026-03-01,
NIAS UTARA,2026-03-01,
PADANG LAWAS,2026-03-01,
PADANG LAWAS UTARA,2026-03-01,
LABUHAN BATU UTARA,2026-03-01,
LABUHAN BATU SELATAN,2026-03-01,
SERDANG BEDAGAI,2026-03-01,
SAMOSIR,2026-03-01,
BATU BARA,2026-03-01,
BINJAI,2026-03-01,
MEDAN,2026-03-01,
GUNUNGSITOLI,2026-03-01,
PADANGSIDIMPUAN,2026-03-01,
TANJUNG BALAI,2026-03-01,
SIBOLGA,2026-03-01,0.42857142857142855
TEBING TINGGI,2026-03-01,
PEMATANG SIANTAR,2026-03-01,
NIAS SELATAN,2026-03-01,
LANGKAT,2026-03-01,
PAKPAK BHARAT,2026-03-01,0.6865295339298281
HUMBANG HASUNDUTAN,2026-03-01,0.6309236092619482
DAIRI,2026-03-01,0.7152689604409327
DELI SERDANG,2026-03-01,
KARO,2026-03-01,
LABUHAN BATU,2026-03-01,
TOBA SAMOSIR,2026-03-01,0.8001725908375672
SIMALUNGUN,2026-03-01,0.6838413127518047
ASAHAN,2026-03-01,
TAPANULI SELATAN,2026-03-01,
MANDAILING NATAL,2026-03-01,
TAPANULI UTARA,2026-03-01,0.6658054731173213
TAPANULI TENGAH,2026-03-01,0.6564693384496771
NIAS,2026-03-01,
DANAU TOBA,2026-03-01,0.7458461662473926
NIAS BARAT,2026-03-01,
NIAS UTARA,2026-03-01,
PADANG LAWAS,2026-03-01,
PADANG LAWAS UTARA,2026-03-01,
LABUHAN BATU UTARA,2026-03-01,
LABUHAN BATU SELATAN,2026-03-01,
SERDANG BEDAGAI,2026-03-01,
SAMOSIR,2026-03-01,0.552247109376946
BATU BARA,2026-03-01,
BINJAI,2026-03-01,
MEDAN,2026-03-01,
GUNUNGSITOLI,2026-03-01,
PADANGSIDIMPUAN,2026-03-01,
TANJUNG BALAI,2026-03-01,
SIBOLGA,2026-03-01,
TEBING TINGGI,2026-03-01,
PEMATANG SIANTAR,2026-03-01,
NIAS SELATAN,2026-03-01,
LANGKAT,2026-03-01,
PAKPAK BHARAT,2026-03-01,
HUMBANG HASUNDUTAN,2026-03-01,
DAIRI,2026-03-01,
DELI SERDANG,2026-03-01,
KARO,2026-03-01,
LABUHAN BATU,2026-03-01,0.7496999882845029
TOBA SAMOSIR,2026-03-01,0.7487175494211236
SIMALUNGUN,2026-03-01,0.8289554900212606
ASAHAN,2026-03-01,0.6866838148480491
TAPANULI SELATAN,2026-03-01,0.7734458530624713
MANDAILING NATAL,2026-03-01,
TAPANULI UTARA,2026-03-01,0.65097041700971
TAPANULI TENGAH,2026-03-01,
NIAS,2026-03-01,
DANAU TOBA,2026-03-01,0.7788559374612236
NIAS BARAT,2026-03-01,
NIAS UTARA,2026-03-01,
PADANG LAWAS,2026-03-01,
PADANG LAWAS UTARA,2026-03-01,0.8484445056220978
LABUHAN BATU UTARA,2026-03-01,0.8449769751363537
LABUHAN BATU SELATAN,2026-03-01,
SERDANG BEDAGAI,2026-03-01,
SAMOSIR,2026-03-01,
BATU BARA,2026-03-01,
BINJAI,2026-03-01,
MEDAN,2026-03-01,
GUNUNGSITOLI,2026-03-01,
PADANGSIDIMPUAN,2026-03-01,
TANJUNG BALAI,2026-03-01,
SIBOLGA,2026-03-01,
TEBING TINGGI,2026-03-01,
PEMATANG SIANTAR,2026-03-01,
NIAS SELATAN,2026-03-01,
LANGKAT,2026-03-01,
PAKPAK BHARAT,2026-03-01,
HUMBANG HASUNDUTAN,2026-03-01,
DAIRI,2026-03-01,
DELI SERDANG,2026-03-01,
KARO,2026-03-01,
LABUHAN BATU,2026-03-01,
TOBA SAMOSIR,2026-03-01,
SIMALUNGUN,2026-03-01,
ASAHAN,2026-03-01,
TAPANULI SELATAN,2026-03-01,
MANDAILING NATAL,2026-03-01,
TAPANULI UTARA,2026-03-01,
TAPANULI TENGAH,2026-03-01,
NIAS,2026-03-01,
DANAU TOBA,2026-03-01,
NIAS BARAT,2026-03-01,
NIAS UTARA,2026-03-01,
PADANG LAWAS,2026-03-01,
PADANG LAWAS UTARA,2026-03-01,
LABUHAN BATU UTARA,2026-03-01,
LABUHAN BATU SELATAN,2026-03-01,
SERDANG BEDAGAI,2026-03-01,0.8132402522434675
SAMOSIR,2026-03-01,
BATU BARA,2026-03-01,
BINJAI,2026-03-06,
MEDAN,2026-03-06,
GUNUNGSITOLI,2026-03-06,
PADANGSIDIMPUAN,2026-03-06,
TANJUNG BALAI,2026-03-06,
SIBOLGA,2026-03-06,
TEBING TINGGI,2026-03-06,
PEMATANG SIANTAR,2026-03-06,
NIAS SELATAN,2026-03-06,
LANGKAT,2026-03-06,0.5773330593101136
PAKPAK BHARAT,2026-03-06,
HUMBANG HASUNDUTAN,2026-03-06,
DAIRI,2026-03-06,
DELI SERDANG,2026-03-06,
KARO,2026-03-06,
LABUHAN BATU,2026-03-06,
TOBA SAMOSIR,2026-03-06,
SIMALUNGUN,2026-03-06,
ASAHAN,2026-03-06,
TAPANULI SELATAN,2026-03-06,
MANDAILING NATAL,2026-03-06,
TAPANULI UTARA,2026-03-06,
TAPANULI TENGAH,2026-03-06,
NIAS,2026-03-06,
DANAU TOBA,2026-03-06,
NIAS BARAT,2026-03-06,
NIAS UTARA,2026-03-06,
PADANG LAWAS,2026-03-06,
PADANG LAWAS UTARA,2026-03-06,
LABUHAN BATU UTARA,2026-03-06,
LABUHAN BATU SELATAN,2026-03-06,
SERDANG BEDAGAI,2026-03-06,
SAMOSIR,2026-03-06,
BATU BARA,2026-03-06,
BINJAI,2026-03-11,
MEDAN,2026-03-11,
GUNUNGSITOLI,2026-03-11,
PADANGSIDIMPUAN,2026-03-11,
TANJUNG BALAI,2026-03-11,
SIBOLGA,2026-03-11,
TEBING TINGGI,2026-03-11,
PEMATANG SIANTAR,2026-03-11,
NIAS SELATAN,2026-03-11,
LANGKAT,2026-03-11,
PAKPAK BHARAT,2026-03-11,
HUMBANG HASUNDUTAN,2026-03-11,
DAIRI,2026-03-11,
DELI SERDANG,2026-03-11,
KARO,2026-03-11,
LABUHAN BATU,2026-03-11,
TOBA SAMOSIR,2026-03-11,
SIMALUNGUN,2026-03-11,
ASAHAN,2026-03-11,
TAPANULI SELATAN,2026-03-11,
MANDAILING NATAL,2026-03-11,
TAPANULI UTARA,2026-03-11,
TAPANULI TENGAH,2026-03-11,
NIAS,2026-03-11,
DANAU TOBA,2026-03-11,
NIAS BARAT,2026-03-11,0.8888888888888888
NIAS UTARA,2026-03-11,
PADANG LAWAS,2026-03-11,
PADANG LAWAS UTARA,2026-03-11,
LABUHAN BATU UTARA,2026-03-11,
LABUHAN BATU SELATAN,2026-03-11,
SERDANG BEDAGAI,2026-03-11,
SAMOSIR,2026-03-11,
BATU BARA,2026-03-11,
BINJAI,2026-03-11,
MEDAN,2026-03-11,
GUNUNGSITOLI,2026-03-11,
PADANGSIDIMPUAN,2026-03-11,
TANJUNG BALAI,2026-03-11,
SIBOLGA,2026-03-11,0.38826284790663507
TEBING TINGGI,2026-03-11,
PEMATANG SIANTAR,2026-03-11,
NIAS SELATAN,2026-03-11,
LANGKAT,2026-03-11,
PAKPAK BHARAT,2026-03-11,
HUMBANG HASUNDUTAN,2026-03-11,
DAIRI,2026-03-11,
DELI SERDANG,2026-03-11,
KARO,2026-03-11,
LABUHAN BATU,2026-03-11,
TOBA SAMOSIR,2026-03-11,
SIMALUNGUN,2026-03-11,
ASAHAN,2026-03-11,
TAPANULI SELATAN,2026-03-11,
MANDAILING NATAL,2026-03-11,
TAPANULI UTARA,2026-03-11,
TAPANULI TENGAH,2026-03-11,0.4294120383291469
NIAS,2026-03-11,
DANAU TOBA,2026-03-11,
NIAS BARAT,2026-03-11,
NIAS UTARA,2026-03-11,
PADANG LAWAS,2026-03-11,
PADANG LAWAS UTARA,2026-03-11,
LABUHAN BATU UTARA,2026-03-11,
LABUHAN BATU SELATAN,2026-03-11,
SERDANG BEDAGAI,2026-03-11,
SAMOSIR,2026-03-11,
BATU BARA,2026-03-11,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,0.75
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,0.8197187470715023
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,1.0
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,0.65625
NIAS UTARA,2026-03-16,0.6101286396470399
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,0.6881840330930038
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,0.7109276410069942
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,0.7376713287603243
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,0.9398198361050856
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,0.8117855931696225
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,
LANGKAT,2026-03-16,0.5759345794392523
PAKPAK BHARAT,2026-03-16,0.974475531716611
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,0.9077080948432589
DELI SERDANG,2026-03-16,
KARO,2026-03-16,0.8317272974832658
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
SAMOSIR,2026-03-16,
BATU BARA,2026-03-16,
BINJAI,2026-03-16,
MEDAN,2026-03-16,
GUNUNGSITOLI,2026-03-16,
PADANGSIDIMPUAN,2026-03-16,
TANJUNG BALAI,2026-03-16,
SIBOLGA,2026-03-16,
TEBING TINGGI,2026-03-16,
PEMATANG SIANTAR,2026-03-16,
NIAS SELATAN,2026-03-16,0.7880226034146439
LANGKAT,2026-03-16,
PAKPAK BHARAT,2026-03-16,
HUMBANG HASUNDUTAN,2026-03-16,
DAIRI,2026-03-16,
DELI SERDANG,2026-03-16,
KARO,2026-03-16,
LABUHAN BATU,2026-03-16,
TOBA SAMOSIR,2026-03-16,
SIMALUNGUN,2026-03-16,
ASAHAN,2026-03-16,
TAPANULI SELATAN,2026-03-16,
MANDAILING NATAL,2026-03-16,0.9156461614300909
TAPANULI UTARA,2026-03-16,
TAPANULI TENGAH,2026-03-16,
NIAS,2026-03-16,
DANAU TOBA,2026-03-16,
NIAS BARAT,2026-03-16,
NIAS UTARA,2026-03-16,
PADANG LAWAS,2026-03-16,
PADANG LAWAS UTARA,2026-03-16,
LABUHAN BATU UTARA,2026-03-16,
LABUHAN BATU SELATAN,2026-03-16,
SERDANG BEDAGAI,2026-03-16,
